Label,Target,Elevation,Slope,Aspect,MeanCurv,CasCurv,GaussCurv,ProfCurv,TanCurv,TRI,VRM,VRM7,Distance_Stream500,Distance_Stream500_Elev,Distance_Stream2k,Distance_Stream2k_Elev,MS_B1,MS_B2,MS_B3,MS_B4,CIg,EVI,GNDVI,IronOxide,MSAVI2,MTVI2,NDVI,NDWI,SR,VARI,SuperGroup_Transvaal,GeoGroup_Chuniespoort,GeoGroup_Pretoria,Formation_Eccles,Formation_KarooDolerite,Formation_Lyttelton,Formation_MonteChristo,Formation_Oaktree,Formation_Rooihoogte,Formation_TimeballHill,Chert_presence,Diamictite_presence,Dolomite_presence,Limestone_presence,Mudrock_presence,Quartzite_presence,Shale_presence,Distance_Faults,Distance_Dikes,Cluster
Background,0,1602.7438965,3.1723485,261.6748657,0.0004971,0.000711,-0.0,0.0009932,1e-06,1.3651687,1.5e-05,3.31e-05,402.7828064,404.2320862,493.2281494,493.8666382,414,739,1158,2561,2.4654939,0.547619,0.5521212,2.7971015,0.5477845,0.7998905,0.377252,-0.5521212,2.2115717,-0.2825354,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4421.5,385.170105,
Background,0,1575.3641357,1.521172,234.0065918,0.0008774,0.001231,0.0,0.0012769,0.0004779,0.6911681,1e-06,1.34e-05,74.2495804,74.2473831,74.2495804,74.2473831,637,1120,1678,3276,1.925,0.4662971,0.4904459,2.634223,0.4877518,0.7584355,0.3225676,-0.4904459,1.9523242,-0.2582138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2993.7216797,1776.1542969,
Background,0,1559.5427246,3.8374841,269.474762,0.0008806,0.0012885,-1e-07,0.0016308,0.0001304,1.6355003,3.92e-05,0.0002839,82.3893204,82.6377487,206.7075195,207.8445129,502,909,1333,2597,1.8569857,0.462597,0.4814604,2.6553786,0.4866673,0.7442359,0.3216285,-0.4814604,1.9482371,-0.2436782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2119.0488281,2390.6228027,
Background,0,1564.5797119,8.8062258,155.737793,0.0004228,0.0015142,-1.9e-06,0.0013295,-0.000484,3.8015623,0.0007228,0.0008546,241.2343292,242.3806152,241.2343292,242.3805084,463,793,1225,2917,2.6784363,0.6224707,0.5725067,2.6457884,0.5800062,0.7997926,0.4084983,-0.5725067,2.3812244,-0.2778135,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2696.5610352,1815.6612549,
Background,0,1578.3934326,1.0591384,224.2006531,0.0001887,0.0004376,-1e-07,0.0002566,0.0001209,0.4770119,3.5e-06,1.07e-05,86.3307571,86.9344711,93.0,93.0067749,557,1059,1573,3096,1.9235127,0.4555788,0.4902527,2.8240573,0.4918847,0.7540806,0.326194,-0.4902527,1.9682136,-0.2477108,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2877.2573242,1653.0614014,
Background,0,1566.6500244,2.0854726,260.4014587,0.0003111,0.0003905,0.0,0.0002362,0.000386,0.8896776,1.5e-06,3.28e-05,36.0,36.0002022,98.7623444,99.339798,681,1112,1701,3209,1.8857914,0.4537522,0.4853043,2.4977973,0.4698895,0.767143,0.3071283,-0.4853043,1.8865373,-0.2762664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2686.5014648,2145.8808594,
Background,0,1575.3574219,1.5682029,174.822998,0.0008955,0.001031,5e-07,0.0003985,0.0013925,0.7193642,1.8e-06,1.48e-05,46.6690483,46.6786423,152.0296021,152.0466003,626,1139,1689,3262,1.8639157,0.4519076,0.4823904,2.6980832,0.4821812,0.750194,0.3177136,-0.4823904,1.9313203,-0.2497729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3089.0932617,1816.7600098,
Background,0,1564.8222656,1.6550232,239.8734741,-0.0003449,0.000559,-1e-07,-0.000702,1.23e-05,0.7361034,1.3e-06,2.19e-05,8.944272,8.9258699,103.8123322,104.3358154,634,1065,1630,3223,2.0262911,0.4827858,0.5032649,2.5709779,0.4942212,0.7735847,0.3282506,-0.5032649,1.9773006,-0.2741388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2639.1230469,2129.0874023,
Background,0,1589.3459473,2.1007235,173.1586304,-0.000187,0.0003482,-1e-07,-0.0002705,-0.0001034,0.8998736,4.2e-06,3.41e-05,21.0,21.0002708,21.0,21.0002708,398,719,1052,2872,2.9944367,0.733871,0.5995544,2.6432161,0.6336643,0.787802,0.4638124,-0.5995544,2.7300379,-0.2425346,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1056.5500488,2294.7331543,
Background,0,1596.6361084,3.3343246,143.6011658,-0.0005444,0.0006569,2e-07,-0.0004613,-0.0006275,1.4253931,1.19e-05,2.98e-05,85.0940628,85.2389908,215.0,215.0528107,548,969,1474,2888,1.9803921,0.4637282,0.497537,2.689781,0.4895689,0.768581,0.3241632,-0.497537,1.9592944,-0.2664908,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1321.6391602,2145.7026367,
Background,0,1610.8397217,0.9563268,224.2836609,0.0007584,0.0014882,-1.1e-06,0.0018264,-0.0003096,0.5019382,7.62e-05,9.14e-05,92.2279816,92.4290237,92.2279816,92.4290237,513,901,1446,2867,2.1820199,0.4615735,0.5217622,2.8187134,0.4955964,0.8025708,0.3294691,-0.5217622,1.982711,-0.2971647,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,898.2454834,2073.6501465,
Background,0,1584.8625488,2.4358528,154.9171143,0.0010697,0.0012194,8e-07,0.0016545,0.0004848,1.0633973,5.7e-05,0.0001022,45.0,45.0032005,230.6252441,231.0630035,521,930,1410,2807,2.0182796,0.4744922,0.5022746,2.7063339,0.4976398,0.7686095,0.3312781,-0.5022746,1.9907801,-0.2638813,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1270.1185303,2734.3364258,
Background,0,1575.2539062,3.0751886,293.2833252,0.0005698,0.0006639,2e-07,0.0009074,0.0002322,1.3196757,3e-06,9.2e-06,5.6568542,5.6523581,181.6039581,182.5564117,482,859,1327,2619,2.0488942,0.4636142,0.506038,2.7531121,0.4932703,0.7791101,0.3274202,-0.506038,1.9736247,-0.2746479,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,818.0586548,3226.0727539,
Background,0,1596.8344727,1.4513711,154.9846191,-0.000812,0.000906,5e-07,-0.0012054,-0.0004185,0.662289,1.36e-05,1e-05,242.0,242.010437,372.5426025,373.5625305,462,829,1247,2383,1.8745476,0.4436807,0.4838107,2.6991341,0.4766577,0.7580083,0.3129477,-0.4838107,1.9109864,-0.2589839,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1538.5905762,2333.2880859,
Background,0,1627.0292969,4.3984246,149.6252594,0.0002311,0.0003237,0.0,0.0002875,0.0001748,1.8599658,2.19e-05,0.0001253,154.9870911,155.3795471,325.0,325.3331299,345,672,1114,2034,2.0267856,0.3751121,0.5033259,3.2289855,0.4522498,0.814625,0.2922491,-0.5033259,1.8258528,-0.3067314,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,65.2993088,1765.4376221,
Background,0,1584.7298584,2.4715993,107.2369537,0.0004673,0.0008413,-3e-07,0.0011202,-0.0001855,1.0502371,4.66e-05,8.15e-05,1.4142135,1.4143418,404.5108032,404.9664612,501,905,1275,3353,2.7049723,0.7168978,0.5749178,2.5449102,0.6197084,0.7647291,0.4490061,-0.5749178,2.6298039,-0.2203693,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,872.7255859,566.2199097,
Background,0,1596.6452637,3.8010476,92.7720413,-0.0008529,0.0012326,-1e-07,-0.0017425,3.68e-05,1.6375427,2.2e-06,3.72e-05,187.0855408,187.6323853,618.3218994,619.519043,396,712,1121,2353,2.3047752,0.5040917,0.5353997,2.8308082,0.5235339,0.7972242,0.3546344,-0.5353997,2.0990188,-0.2846207,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,533.526001,781.3456421,
Background,0,1584.1933594,2.3078365,114.7947235,-0.0014616,0.0014996,2e-06,-0.0014127,-0.0015106,1.0317663,7.89e-05,0.0002189,9.4339809,9.4791489,91.0494385,91.5655365,460,888,1371,2839,2.197072,0.4818802,0.5234773,2.9804349,0.5170395,0.7844368,0.3486936,-0.5234773,2.0707512,-0.2684825,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,405.0308533,1173.3955078,
Background,0,1618.5269775,4.6281228,331.1091919,0.0063182,0.0063275,3.98e-05,0.0062966,0.0063397,2.3578496,0.0010767,0.0013103,246.3371735,247.253006,378.6092834,380.0577087,517,881,1280,2788,2.1645856,0.5719487,0.5197601,2.475822,0.540845,0.755204,0.3706981,-0.5197601,2.1781249,-0.2427007,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,191.85672,1137.2093506,
Background,0,1568.9416504,4.7634478,358.7360535,-0.0015457,0.0015464,2.4e-06,-0.0015939,-0.0014975,2.0385983,4.71e-05,0.0001366,84.5280991,85.3073883,84.5280991,85.3073883,467,835,1296,2613,2.1293414,0.4780399,0.5156612,2.7751606,0.5039706,0.7844874,0.3369148,-0.5156612,2.0162036,-0.2770433,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1419.4561768,12.0,
Background,0,1594.7180176,6.2306814,202.5350037,0.0030658,0.003475,6.7e-06,0.0014721,0.0046596,2.7345748,0.0006383,0.0003792,228.0,228.2619934,481.0010376,481.5267639,412,716,1108,2303,2.2164805,0.5096384,0.5256708,2.6893203,0.5188342,0.7862313,0.3503371,-0.5256708,2.0785198,-0.2776204,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1826.8675537,581.3922729,
Background,0,1595.9880371,3.4382718,28.7932281,-0.0003319,0.000742,-3e-07,-0.0009637,0.0002999,1.4808981,5.52e-05,0.000155,260.6338501,261.4507446,332.5552673,332.881134,460,893,1234,2651,1.968645,0.5362549,0.4960497,2.6826086,0.5344684,0.7223125,0.3647362,-0.4960497,2.1482983,-0.2045591,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1332.6965332,129.7112122,
Background,0,1598.6335449,4.369278,230.9734192,-0.0005361,0.0013249,-1.2e-06,-0.001745,0.0006727,1.8870435,0.0001749,0.0003601,301.4232788,302.6455994,496.8148499,498.2621155,365,686,1080,2426,2.5364432,0.5454251,0.559126,2.958904,0.5547718,0.8039347,0.3839133,-0.559126,2.2462964,-0.2812277,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1185.1160889,180.878418,
Background,0,1595.9448242,4.3672004,162.9772491,-0.0004212,0.0007971,-3e-07,-0.0010528,0.0002105,1.8677759,1.4e-05,3.16e-05,86.977005,87.0811081,233.805481,234.8679352,487,852,1312,2695,2.1631455,0.4999638,0.519594,2.6940451,0.5131262,0.781963,0.345146,-0.519594,2.0541158,-0.2742994,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2320.1442871,1028.6345215,
Background,0,1603.9112549,2.4368899,52.6120529,0.0013004,0.0013248,1.6e-06,0.0012138,0.001387,1.0861363,7.85e-05,5.82e-05,89.2692566,89.6040421,297.8338318,298.7423096,512,935,1421,2835,2.0320857,0.4699548,0.5039788,2.7753906,0.4987213,0.7703835,0.3322369,-0.5039788,1.9950739,-0.2635575,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3003.9338379,1484.3638916,
Background,0,1594.4918213,2.9727912,71.4758072,0.0001586,0.0006395,-4e-07,0.0004645,-0.0001473,1.2597719,3.12e-05,3.4e-05,43.0116272,43.0552711,111.3193588,111.5201187,510,897,1340,2837,2.1627648,0.5306253,0.5195501,2.6274509,0.5276262,0.7677518,0.3583912,-0.5195501,2.1171641,-0.2565142,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3251.6901855,1656.7540283,
Background,0,1554.5437012,2.756501,202.4530182,-8.57e-05,0.0008308,-7e-07,0.0005266,-0.0006981,1.2225115,4.48e-05,7.42e-05,115.1694412,116.1198273,135.4289551,136.4893036,371,682,1047,2058,2.0175953,0.454709,0.5021898,2.8221023,0.4911929,0.7747631,0.3256039,-0.5021898,1.965616,-0.2687776,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,4555.7651367,1424.083252,
Background,0,1595.723999,2.6283662,306.2541809,0.0005034,0.0011388,-8e-07,0.0008612,0.0001456,1.1628267,5e-06,2.91e-05,115.6243896,115.8812714,147.8715668,148.7735138,530,961,1513,2893,2.0104058,0.4314118,0.5012974,2.854717,0.4769704,0.7871385,0.3132093,-0.5012974,1.9120952,-0.2839506,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3491.84375,1943.7193604,
Background,0,1600.239502,2.3317447,320.6617737,-7.47e-05,0.0003737,-1e-07,-0.0004011,0.0002517,1.0044711,4.2e-06,2.68e-05,101.8626556,102.0863037,249.3932648,250.3753204,465,871,1325,2706,2.1067739,0.4815538,0.5129997,2.8494623,0.5103012,0.7739609,0.3425949,-0.5129997,2.0422642,-0.2622761,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3275.8395996,1800.1524658,
Background,0,1574.7202148,7.2653952,184.1664581,0.0003622,0.0054634,-2.96e-05,0.0057851,-0.0050607,3.1612041,0.0005109,0.0023824,141.8238373,142.9894562,351.9673157,356.9979858,379,674,1009,2215,2.2863503,0.5555044,0.5334026,2.6622691,0.5444136,0.7736852,0.3740695,-0.5334026,2.1952429,-0.2569018,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,3238.6337891,1830.0997314,
Background,0,1560.5117188,4.2500448,141.8765717,-8.01e-05,0.0019225,-3.7e-06,-0.0017818,0.0016216,1.8211075,0.000153,0.0006854,205.8786011,206.5186768,377.2386475,378.9115601,239,488,713,2420,3.9590163,0.8697646,0.6643741,2.9832635,0.7053289,0.8092449,0.5448452,-0.6643741,3.3941095,-0.2338877,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,4794.1298828,1288.0703125,
Background,0,1555.9226074,7.6579089,198.7589264,-0.0011362,0.0016199,-0.0,-0.0019652,-0.0003071,3.307405,5.26e-05,9.72e-05,304.2515259,305.8581543,450.4986267,452.6244507,432,733,1181,2313,2.1555252,0.4594156,0.5187131,2.7337964,0.4893537,0.8037159,0.323984,-0.5187131,1.9585097,-0.3022942,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,4629.2055664,1043.2626953,
Background,0,1592.3981934,4.7220163,87.4988937,-0.0013471,0.0018713,1e-07,-0.0015913,-0.0011029,2.0889826,4.57e-05,0.000219,231.7002411,233.0385742,515.2649536,518.0205688,238,499,686,2481,3.9719439,0.9323707,0.6651007,2.8823528,0.7234583,0.7925509,0.5667824,-0.6651007,3.6166182,-0.1974657,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4359.4379883,1942.9412842,
Background,0,1552.0169678,9.7570934,185.3904724,0.0014129,0.0022346,-1e-06,0.0006031,0.0022226,4.2283912,1.48e-05,0.000342,164.0487671,164.7765656,164.0487671,164.7765656,352,636,966,2040,2.2075472,0.5166442,0.5246637,2.7443182,0.5264095,0.7772247,0.3572854,-0.5246637,2.1118011,-0.264,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4190.3916016,1704.8900146,
Background,0,1607.152832,3.4652746,353.5438843,-0.001799,0.0019525,2.7e-06,-0.0020502,-0.0015478,1.5657536,1.16e-05,2.84e-05,208.1946259,208.3820343,569.7385254,570.3809814,553,903,1438,2766,2.063123,0.458089,0.5077678,2.6003616,0.4800706,0.7948367,0.3158896,-0.5077678,1.9235048,-0.299217,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4001.2199707,2451.6916504,
Background,0,1586.1137695,7.5095119,129.4408417,0.0011746,0.0019183,-9e-07,-0.0002687,0.0026179,3.2225528,4.57e-05,5.97e-05,147.6109772,148.7530212,445.5670471,447.9966736,400,666,1066,2281,2.4249249,0.5349595,0.5480149,2.665,0.5326065,0.8082842,0.3630117,-0.5480149,2.1397748,-0.3003003,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4509.7021484,2030.1086426,
Background,0,1523.1893311,3.3418152,80.3575897,0.001073,0.0012077,8e-07,0.0012997,0.0008462,1.4613913,3.52e-05,0.0001407,127.5656662,127.9555435,127.5656662,127.9555435,399,745,1222,2366,2.1758389,0.426452,0.5210543,3.0626566,0.4834637,0.8132597,0.3188406,-0.5210543,1.9361702,-0.3042092,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3699.4931641,1437.755249,
Background,0,1497.8768311,2.7252555,92.3822937,-0.000289,0.0004406,-0.0,-0.00042,-0.0001579,1.1679347,8.2e-06,3.66e-05,48.6004105,49.4538651,57.2013969,57.0945587,454,762,1168,2338,2.0682414,0.4922585,0.5083871,2.5726871,0.5003743,0.7760643,0.3337136,-0.5083871,2.0017123,-0.2750677,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,5682.1850586,421.2172852,
Background,0,1503.9956055,5.0596018,245.5359039,0.0009605,0.0010544,7e-07,0.0013067,0.0006143,2.1811552,3.7e-06,2.43e-05,4.2426405,4.244278,219.0,219.3829803,435,702,1090,2087,1.9729345,0.464542,0.4965938,2.5057471,0.4776594,0.7786241,0.3138181,-0.4965938,1.9146789,-0.2859248,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4740.7900391,868.5309448,
Background,0,1564.8793945,1.771664,146.8089447,0.0008598,0.0008754,7e-07,0.0010175,0.000702,0.783042,3.67e-05,0.0001248,258.4434204,260.6163025,607.1655273,608.9198608,417,758,1196,2376,2.1345646,0.4591082,0.5162731,2.8681054,0.4965804,0.7926946,0.3303472,-0.5162731,1.9866221,-0.2849707,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,4834.2788086,896.5361328,
Background,0,1486.8151855,7.0800037,136.7793274,0.0006784,0.0043598,-1.81e-05,-0.0035929,0.0049497,3.0571289,0.0006384,0.0014382,35.7770882,36.4046021,82.0,82.0833511,502,845,1257,2982,2.5289941,0.6379438,0.5584008,2.503984,0.5784299,0.7797418,0.4069356,-0.5584008,2.3723149,-0.2575,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,5463.8007812,311.8877869,
Background,0,1472.6116943,12.9160519,246.3536835,-0.0022063,0.0028494,1.6e-06,-0.0037485,-0.0006641,5.6503205,0.0005124,0.0007739,88.0,88.6405487,88.0,88.6382523,419,729,1083,2138,1.9327847,0.4800255,0.4914545,2.5847256,0.4933934,0.7546458,0.327538,-0.4914545,1.9741459,-0.2541278,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,3016.5585938,373.2505798,
Background,0,1477.4504395,2.2728519,211.0633545,-0.0024169,0.0038374,-3e-06,-0.0015618,-0.003272,1.1624492,0.0008125,0.0028574,13.0,13.0030699,13.0,13.0030699,434,717,1089,2315,2.2287309,0.5478106,0.5270448,2.5092165,0.5295358,0.7780082,0.3601645,-0.5270448,2.1258035,-0.271137,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,3053.7636719,924.3706055,
Background,0,1560.8922119,6.791678,234.2574158,-0.0013206,0.0015047,1.2e-06,-0.0006135,-0.0020276,2.9368105,2.66e-05,0.0002856,235.1042328,236.8406067,635.2015381,637.6254883,415,704,1078,2219,2.1519887,0.5116133,0.5183031,2.5975904,0.5141393,0.7788819,0.3460722,-0.5183031,2.0584416,-0.2735918,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,4192.0869141,1307.8413086,
Background,0,1515.7399902,4.0927715,71.2028275,0.0003792,0.0010486,-8e-07,0.0012808,-0.0005225,1.76317,1.63e-05,7.27e-05,44.0454292,44.4572601,408.3356323,410.2264099,514,832,1336,2707,2.2536058,0.4989809,0.5298107,2.5992217,0.5064185,0.8049855,0.3391046,-0.5298107,2.0261977,-0.3047158,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,4197.6425781,283.0158997,
Background,0,1447.128418,3.3976686,202.5424347,-0.000435,0.000725,-1e-07,-0.0001871,-0.0006829,1.4448541,1.61e-05,2.95e-05,95.0157852,95.3060608,89.1964111,89.4565964,436,710,1102,2120,1.9859155,0.4658613,0.4982332,2.527523,0.4801298,0.7789569,0.3159528,-0.4982332,1.923775,-0.2848837,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,3016.0344238,98.3869934,
Background,0,1572.0067139,10.1935015,261.2064819,-0.0009248,0.0019776,-2.2e-06,-0.0005934,-0.0012561,4.4772425,2.88e-05,0.0002425,209.4039154,211.3743896,410.3291321,412.6149292,431,704,1053,2061,1.9275569,0.489558,0.4907776,2.4431555,0.4890223,0.7577673,0.3236994,-0.4907776,1.9572649,-0.2631976,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,4037.4462891,1606.2954102,
Background,0,1519.8504639,3.704638,72.960434,-0.0003042,0.0006011,-2e-07,-0.0001197,-0.0004886,1.5753826,1.59e-05,5.88e-05,108.3743515,108.9068451,470.5964355,472.5722961,502,860,1349,2829,2.2895348,0.5168319,0.533749,2.6872511,0.523109,0.7950048,0.3542365,-0.533749,2.0971091,-0.2864675,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,4255.1508789,218.6343994,
Background,0,1526.4211426,4.4195642,16.1110497,0.0001682,0.0010687,-1.1e-06,0.0010803,-0.000744,1.8918641,4.26e-05,0.0002046,281.0,281.5535278,490.987793,493.092041,514,880,1397,2579,1.9306818,0.4157872,0.4911824,2.7178988,0.4582691,0.7884321,0.2972837,-0.4911824,1.8460988,-0.2932501,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,4153.1220703,335.7439575,
Background,0,1563.565918,4.3619137,306.4373169,0.0014933,0.0017621,1.4e-06,0.0011826,0.0018041,1.8958366,0.0001246,0.0006077,202.7855988,204.8935394,377.0968018,380.8482056,457,766,1239,2384,2.1122715,0.4478604,0.5136508,2.7111597,0.4802329,0.80435,0.3160364,-0.5136508,1.9241323,-0.3055556,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,4304.4199219,1537.519165,
Background,0,1491.3623047,10.5114889,155.4115143,-0.0003213,0.0008859,-6e-07,-0.0010708,0.0004283,4.5679526,9.39e-05,0.0004745,321.1619568,324.6878662,389.3995361,392.8848572,467,811,1196,2473,2.0493219,0.5193168,0.5060901,2.5610278,0.5163264,0.756716,0.3480512,-0.5060901,2.0677257,-0.25,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,3335.8405762,179.201004,
Background,0,1426.8740234,2.6813207,347.5343018,-0.0003718,0.0010641,-9e-07,-0.0010744,0.0003307,1.1495794,6.08e-05,0.0001367,62.9364777,62.9393463,252.4638519,253.470047,413,657,999,1989,2.0273972,0.5064975,0.5034013,2.4188862,0.4976747,0.7704557,0.3313253,-0.5034013,1.990991,-0.2751408,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1460.2883301,111.0,
Background,0,1470.1257324,4.3115115,252.4769287,0.0020493,0.0020652,4.1e-06,0.0022337,0.0018649,1.8885167,0.0001063,8.04e-05,28.8444099,29.2913971,153.5740814,154.2497559,441,735,1186,2281,2.1034014,0.4494705,0.5125995,2.6893425,0.4799979,0.8028583,0.315835,-0.5125995,1.9232715,-0.3047297,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2457.4367676,437.855011,
Background,0,1447.2302246,3.8050895,176.146698,-0.0008754,0.0012328,0.0,-0.0016643,-8.66e-05,1.6503373,2.3e-05,0.0001127,41.7851639,42.3238754,41.7851639,42.3238754,405,744,1086,2170,1.9166666,0.4796885,0.4893617,2.6814816,0.4994816,0.7451753,0.3329238,-0.4893617,1.9981583,-0.24,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2546.5678711,397.6040649,
Background,0,1476.2866211,5.6214232,120.0501938,-0.0007104,0.0011617,-3e-07,-0.0007373,-0.0006836,2.4035339,5e-07,2.5e-06,270.0537109,271.2617493,517.8889771,521.3895874,433,707,1117,2325,2.2885432,0.5224462,0.5336412,2.5796766,0.5195162,0.7983415,0.3509587,-0.5336412,2.0814681,-0.294752,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1335.0992432,1394.786377,
Background,0,1410.6345215,4.1143255,197.7741699,-0.0020013,0.0020487,3.8e-06,-0.0023454,-0.0016573,1.7791355,1.88e-05,6.32e-05,196.3058777,196.8963013,196.3058777,196.8963013,389,706,1117,2165,2.0665722,0.4402991,0.5081853,2.8714652,0.484007,0.7916937,0.3193175,-0.5081853,1.9382274,-0.2866109,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,53.8516464,950.4320068,
Background,0,1408.7574463,7.0551085,59.4204178,-0.0016852,0.0025553,-8e-07,-0.0021083,-0.0012621,3.0625927,0.0006655,0.0086762,71.7844009,74.0667648,71.7844009,74.0667648,212,380,423,2670,6.0263157,1.5522244,0.7508197,1.995283,0.8415481,0.7876847,0.7264792,-0.7508197,6.3120565,-0.072758,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,283.2401733,520.1326904,
Background,0,1412.8955078,2.7495325,251.4132538,-0.0043964,0.0055609,7.7e-06,-0.006424,-0.0023689,1.4828608,0.0012611,0.0021107,78.7718201,79.3668518,78.7718201,79.3668518,461,808,1033,3031,2.7512376,0.8653097,0.579057,2.2407808,0.6591513,0.7325153,0.4916339,-0.579057,2.9341724,-0.1630435,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,200.8108521,1292.7567139,
Background,0,1419.2868652,3.4738636,332.224762,-0.001018,0.0019307,-1.7e-06,-0.0026553,0.0006193,1.5285221,4.7e-05,0.0001338,165.0,165.0897522,205.0024414,205.1102448,400,728,1135,2552,2.5054946,0.5567343,0.5560976,2.8375001,0.5552024,0.7988321,0.3843233,-0.5560976,2.2484581,-0.2781955,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,805.0962524,356.545929,
Background,0,1465.1925049,5.5544095,298.4902344,0.0010683,0.0018125,-1e-06,0.0025207,-0.0003841,2.37678,0.0002093,0.0016409,137.3062286,138.8958893,137.3062286,138.895874,314,560,754,2107,2.7625,0.7908581,0.5800525,2.401274,0.6420907,0.7506561,0.4729116,-0.5800525,2.7944298,-0.194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,727.4647827,572.7032471,
Background,0,1417.9173584,4.0653243,142.6816711,0.0102165,0.0102578,0.0001035,0.0094591,0.0109738,2.7871706,0.0039024,0.0039203,63.8122253,64.6011353,219.4402008,220.3766632,301,551,717,3097,4.6206899,1.1570247,0.6979167,2.3820598,0.7684569,0.7922003,0.6240168,-0.6979167,4.3193865,-0.1716649,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,678.0007324,486.6210022,
Background,0,1393.1680908,4.6570678,77.576889,-0.0092251,0.0134243,-1e-05,-0.0182658,-0.0001843,2.9790611,0.0054652,0.0065503,9.2195444,9.4272909,9.2195444,9.4272909,372,672,842,3533,4.2574406,1.1607143,0.6803805,2.2634408,0.76165,0.7757827,0.6150857,-0.6803805,4.195962,-0.1488616,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,393.6800842,646.3203735,
Background,0,1428.6661377,3.5359657,254.4490662,-0.0003053,0.0005028,-1e-07,-0.0006985,8.78e-05,1.5167422,2.1e-06,1e-05,136.1800232,136.3941803,265.4373779,265.6323242,393,663,1006,2075,2.1297135,0.5174751,0.5157049,2.5597963,0.5151206,0.7736927,0.3469653,-0.5157049,2.0626242,-0.2688088,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,387.0632935,1061.2011719,
